TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
EFID,EDITA FOOD INDUSTRIES S.A.E.,GDR (EACH REPR 5 ORDS OF EGP0.2)(REG S),US28106T2096,DPRS,Depositary receipts,Consumer Staples ,"Food, Beverage and Tobacco ",42096,Egypt,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
EAAS,EENERGY GROUP PLC,ORD 0.3P,GB00BJP1KD31,SHRS,Shares,Industrials,Industrial Goods and Services,43839,United Kingdom,GBX,AIM,,ASQ1,AMQ1
BG79,EFG-HERMES HOLDING S.A.E.,GDR (EACH REPR 2 ORD EGP5)(144A),US2684253030,DPRS,Depositary receipts,Financials,Financial Services ,37000,Egypt,USD,MAIN MARKET,Standard GDRs,MISC,INTM
EFGD,EFG-HERMES HOLDING S.A.E.,GDR (EACH REPR 2 ORD EGP5)(REGS),US2684254020,DPRS,Depositary receipts,Financials,Financial Services ,38523,Egypt,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
EDR,EGDON RESOURCES PLC,ORD 1P,GB00B28YML29,SHRS,Shares,Energy,Energy,39464,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EJF0,EJF INVESTMENTS LTD,2025 ZDP 100P,JE00BK1WV903,SHRS,Shares,Financials,Financial Services ,44004,Jersey,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
EJFI,EJF INVESTMENTS LTD,ORD NPV,JE00BF0D1M25,SHRS,Shares,Financials,Financial Services ,42832,Jersey,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
EJFZ,EJF INVESTMENTS LTD,2022 ZDP NPV,JE00BDG12N48,SHRS,Shares,Financials,Financial Services ,43070,Jersey,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
EKF,EKF DIAGNOSTICS HOLDINGS PLC,ORD 1P,GB0031509804,SHRS,Shares,Health Care ,Health Care  ,39162,United Kingdom,GBX,AIM,,AMSM,ASM6
ELCO,ELECO PUBLIC LIMITED COMPANY,ORD 1P,GB0003081246,SHRS,Shares,Technology,Technology,38798,United Kingdom,GBX,AIM,,ASX1,AIMP
ELTA,ELECTRA PRIVATE EQUITY PLC,ORD 25P,GB0003085445,SHRS,Shares,Financials,Financial Services ,37925,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
ECM,ELECTROCOMPONENTS PLC,ORD 10P,GB0003096442,SHRS,Shares,Industrials,Industrial Goods and Services,36998,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
ELM,ELEMENTIS PLC,ORD 5P,GB0002418548,SHRS,Shares,Basic Materials,Chemicals,39713,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
ELIX,ELIXIRR INTERNATIONAL PLC,ORD 0.005P,GB00BLPHTX84,SHRS,Shares,Industrials,Industrial Goods and Services,44021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EMIS,EMIS GROUP PLC,ORD 1P,GB00B61D1Y04,SHRS,Shares,Technology,Technology,40266,United Kingdom,GBX,AIM,,AMSM,AE50
EML,EMMERSON PLC,ORD NPV,IM00BDHDTX83,SHRS,Shares,Basic Materials,Basic Resources,42781,Isle of Man,GBX,AIM,,ASQ1,AMQ1
EEE,EMPIRE METALS LIMITED,ORD NPV (DI),VGG3036T1012,SHRS,Shares,Basic Materials,Basic Resources,43899,British Virgin Islands,GBX,AIM,,ASQ1,AMQ1
ESP,EMPIRIC STUDENT PROPERTY PLC,ORD GBP0.01,GB00BLWDVR75,SHRS,Shares,Real Estate,Real Estate ,41820,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
EMR,EMPRESARIA GROUP PLC,ORD 5P,GB00B0358N07,SHRS,Shares,Industrials,Industrial Goods and Services,38525,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EME,EMPYREAN ENERGY PLC,ORD 0.2P,GB00B09G2351,SHRS,Shares,Energy,Energy,38560,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ENDV,ENDEAVOUR INTERNATIONAL CORPORATION,COM SHS USD0.001,US29259G2003,SHRS,Shares,Energy,Energy,40500,United States,USD,MAIN MARKET,Standard Shares,SSX4,SXSN
ENOG,ENERGEAN PLC,ORD 1P,GB00BG12Y042,SHRS,Shares,Energy,Energy,43175,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25S
94PF,EN+ GROUP INTERNATIONAL PUBLIC JOINT-STOCK COMPANY,GDR (EACH REPR 1 ORD) (144A),US29355E1091,DPRS,Depositary receipts,Basic Materials,Basic Resources,43047,United Kingdom,USD,MAIN MARKET,Standard GDRs,MISC,INTM
ENPL,EN+ GROUP INTERNATIONAL PUBLIC JOINT-STOCK COMPANY,GDR (EACH REPR 1 ORD) (REG S),US29355E2081,DPRS,Depositary receipts,Basic Materials,Basic Resources,43042,United Kingdom,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
ENQ,ENQUEST PLC,ORD 5P,GB00B635TG28,SHRS,Shares,Energy,Energy,40274,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
ENT,ENTAIN PLC,ORD EUR0.01,IM00B5VQMV65,SHRS,Shares,Consumer Discretionary,Travel and Leisure,40322,Isle of Man,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
NTQ,ENTEQ UPSTREAM PLC,ORD 1P,GB00B41Q8Q68,SHRS,Shares,Energy,Energy,40725,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ENW,ENWELL ENERGY PLC,ORD 5P,GB0031775819,SHRS,Shares,Energy,Energy,39027,United Kingdom,GBX,AIM,,AMSM,ASM7
ESO,EPE SPECIAL OPPORTUNITIES LIMITED,ORD 5P (DI),BMG3163K1053,SHRS,Shares,Financials,Financial Services ,43364,Bermuda,GBX,AIM,,ASQ1,AMQ1
EPG,EP GLOBAL OPPORTUNITIES TRUST PLC,ORD 1P,GB0033862573,SHRS,Shares,Financials,Financial Services ,38674,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
EPWN,EPWIN GROUP PLC,ORD 0.05P,GB00BNGY4Y86,SHRS,Shares,Industrials,Construction and Materials,41844,United Kingdom,GBX,AIM,,AMSM,ASM6
EQT,EQTEC PLC,ORD EUR0.001 (CDI),IE00BH3XCL94,SHRS,Shares,Energy,Energy,41631,Ireland,GBX,AIM,,ASQ1,AMQ1
EQLS,EQUALS GROUP PLC,ORD 1P,GB00BLS0XX25,SHRS,Shares,Industrials,Industrial Goods and Services,41856,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EQN,EQUINITI GROUP PLC,ORD 0.1P,GB00BYWWHR75,SHRS,Shares,Industrials,Industrial Goods and Services,42304,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC4
ERGO,ERGOMED PLC,ORD 1P,GB00BN7ZCY67,SHRS,Shares,Health Care ,Health Care  ,41835,United Kingdom,GBX,AIM,,AMSM,ASM6
ESC,ESCAPE HUNT PLC,ORD 1.25P,GB00BDB79J29,SHRS,Shares,Consumer Discretionary,Travel and Leisure,42559,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ESKN,ESKEN LIMITED,ORD 10P,GB00B03HDJ73,SHRS,Shares,Industrials,Industrial Goods and Services,38978,Guernsey,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
ESYS,ESSENSYS PLC,ORD 0.25P,GB00BJL1ZF49,SHRS,Shares,Technology,Technology,43614,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ESNT,ESSENTRA PLC,ORD 25P,GB00B0744359,SHRS,Shares,Industrials,Industrial Goods and Services,38509,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
62UM,ETALON GROUP PLC,GDR (EACH REPR 1 ORD) (144A),US29760G2021,DPRS,Depositary receipts,Real Estate,Real Estate ,40648,Cyprus,USD,MAIN MARKET,Standard GDRs,MISC,INTM
ETLN,ETALON GROUP PLC,GDR (EACH REPR 1 ORD) (REG S),US29760G1031,DPRS,Depositary receipts,Real Estate,Real Estate ,40648,Cyprus,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
ETX,E-THERAPEUTICS PLC,ORD 0.1P,GB00B2823H99,SHRS,Shares,Health Care ,Health Care  ,39414,United Kingdom,GBX,AIM,,AMSM,ASM8
ENET,ETHERNITY NETWORKS LTD,ORD NIS0.001 (DI),IL0011410359,SHRS,Shares,Telecommunications,Telecommunications,42915,Israel,GBX,AIM,,ASQ1,AMQ1
EUA,EURASIA MINING PLC,ORD 0.1P,GB0003230421,SHRS,Shares,Basic Materials,Basic Resources,38071,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ECEL,EUROCELL PLC,ORD GBP0.001,GB00BVV2KN49,SHRS,Shares,Industrials,Industrial Goods and Services,42067,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
ERM,EUROMONEY INSTITUTIONAL INVESTOR PLC,ORD 0.25P,GB0006886666,SHRS,Shares,Industrials,Industrial Goods and Services,39008,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
EUZ,EUROPA METALS LTD,ORD NPV (DI),AU0000090060,SHRS,Shares,Basic Materials,Basic Resources,44028,Australia,GBX,AIM,,ASQ1,AMQ1
EOG,EUROPA OIL & GAS (HOLDINGS) PLC,ORD 1P,GB00B03CJS30,SHRS,Shares,Energy,Energy,38302,United Kingdom,GBX,AIM,,ASX1,AIMP
EAT,EUROPEAN ASSETS TRUST PLC,ORD GBP0.10,GB00BHJVQ590,SHRS,Shares,Financials,Financial Services ,43542,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
EMH,EUROPEAN METALS HOLDINGS LIMITED,ORD NPV (DI),VGG3191T1021,SHRS,Shares,Basic Materials,Basic Resources,42348,British Virgin Islands,GBX,AIM,,ASQ1,AMQ1
JEO,EUROPEAN OPPORTUNITIES TRUST PLC,ORD 1P,GB0000197722,SHRS,Shares,Financials,Financial Services ,38688,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
EVRA,EVERARC HOLDINGS LIMITED,ORD NPV (DI),VGG3218K1003,SHRS,Shares,Financials,Financial Services ,43816,British Virgin Islands,USD,MAIN MARKET,Standard Shares,SSQ3,SQS3
EMAN,EVERYMAN MEDIA GROUP PLC,ORD 10P,GB00BFH55S51,SHRS,Shares,Consumer Discretionary,Media,41585,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EVE,EVE SLEEP PLC,ORD 0.1P,GB00BYWMFT51,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,42873,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EVG,EVGEN PHARMA PLC,ORD 0.25P,GB00BSVYN304,SHRS,Shares,Health Care ,Health Care  ,42298,United Kingdom,GBX,AIM,,ASQ1,AMQ1
EVR,EVRAZ PLC,ORD USD0.05,GB00B71N6K86,SHRS,Shares,Basic Materials,Basic Resources,40854,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
BGX,EXPAT ASSET MANAGEMENT EAD,EXPAT BULGARIA SOFIX UCITS ETF,BG9000011163,ETFS,ETFs,,,43349,Bulgaria,EUR,MAIN MARKET,,ETFS,ETEN
EXPN,EXPERIAN PLC,ORD USD0.10,GB00B19NLV48,SHRS,Shares,Industrials,Industrial Goods and Services,39001,Jersey,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
67NW,EZZ STEEL COMPANY - S.A.E.,GDS(EACH REPR 3 ORD EGP5)(144A),US26934Q1085,DPRS,Depositary receipts,Basic Materials,Basic Resources,40627,Egypt,USD,MAIN MARKET,Standard GDRs,MISC,ADRN
AEZD,EZZ STEEL COMPANY - S.A.E.,GDS EACH REPR 3 ORD EGP5(REG S),US26934Q2075,DPRS,Depositary receipts,Basic Materials,Basic Resources,40627,Egypt,USD,MAIN MARKET,Standard GDRs,IOBU,LLLN
FA17,FAIR OAKS INCOME LIMITED,REALISATION SHS NPV,GG00BF00L342,SHRS,Shares,Financials,Financial Services ,42830,Guernsey,USD,MAIN MARKET - SFS,,SFM2,SFQQ
FAIR,FAIR OAKS INCOME LIMITED,2021 SHS NPV,GG00BNNLWT35,SHRS,Shares,Financials,Financial Services ,44308,Guernsey,USD,MAIN MARKET - SFS,,SFM2,SFQQ
FLX,FALANX GROUP LIMITED,ORD NPV (DI),VGG3338A1075,SHRS,Shares,Industrials,Industrial Goods and Services,41445,British Virgin Islands,GBX,AIM,,ASQ1,AMQ1
FOG,FALCON OIL & GAS LTD.,COM SHS NPV (DI),CA3060711015,SHRS,Shares,Energy,Energy,41361,Canada,GBX,AIM,,ASQ1,AMQ1
FHP,FANDANGO HOLDINGS PLC,ORD GBP0.001,GB00BF2P0G38,SHRS,Shares,Financials,Financial Services ,42928,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
FEC,FAR EASTONE TELECOMMUNICATIONS CO LTD,GDR (EACH REPR 15 COM TWD10),US30733Q7079,DPRS,Depositary receipts,Telecommunications,Telecommunications,39765,Taiwan,USD,ADMISSION TO TRADING ONLY,,IOBU,INLN
FARN,FARON PHARMACEUTICALS OY,ORD NPV (DI),FI4000153309,SHRS,Shares,Health Care ,Health Care  ,42325,Finland,GBX,AIM,,ASQ1,AMQ1
FFWD,FASTFORWARD INNOVATIONS LIMITED,ORD 1P,GG00BRK9BQ81,SHRS,Shares,Financials,Financial Services ,41956,Guernsey,GBX,AIM,,ASX1,AIMP
FBH,FBD HOLDINGS PLC,ORD EUR0.60 (CDI),IE0003290289,SHRS,Shares,Financials,Insurance,37389,Ireland,EUR,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
FCIT,F&C INVESTMENT TRUST PLC,ORD 25P,GB0003466074,SHRS,Shares,Financials,Financial Services ,38068,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
FDM,FDM GROUP (HOLDINGS) PLC,ORD 1P,GB00BLWDVP51,SHRS,Shares,Industrials,Industrial Goods and Services,41810,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25S
FEDA,FEDERAL BANK LIMITED (THE),GDR (EACH REPR 1 ORD) (144A),US3131621092,DPRS,Depositary receipts,Financials,Banks,38747,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPD
FEDS,FEDERAL BANK LIMITED (THE),GDR (EACH REPR 1 ORD) (REGS),XS0229331755,DPRS,Depositary receipts,Financials,Banks,38747,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
FEEA,"FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY",GDR (RULE 144A),US3133541025,DPRS,Depositary receipts,Utilities,Utilities,40630,Russian Federation,USD,MAIN MARKET,Standard GDRs,MISC,INTM
FEES,"FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY",GDR (REG S),US3133542015,DPRS,Depositary receipts,Utilities,Utilities,40630,Russian Federation,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
FDBK,FEEDBACK PLC,ORD 0.25P,GB0003340550,SHRS,Shares,Health Care ,Health Care  ,37986,United Kingdom,GBX,AIM,,ASX1,AIMP
FERG,FERGUSON PLC,ORD 10P,JE00BJVNSS43,SHRS,Shares,Industrials,Industrial Goods and Services,43595,Jersey,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
FXPO,FERREXPO PLC,ORD 10P,GB00B1XH2C03,SHRS,Shares,Basic Materials,Basic Resources,39713,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
FAR,FERRO-ALLOY RESOURCES LIMITED,ORD NPV,GG00BGDYDZ69,SHRS,Shares,Basic Materials,Basic Resources,43552,Guernsey,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
FEVR,FEVERTREE DRINKS PLC,ORD 0.25P,GB00BRJ9BJ26,SHRS,Shares,Consumer Staples ,"Food, Beverage and Tobacco ",41950,United Kingdom,GBX,AIM,,AMSM,AS50
FAS,FIDELITY ASIAN VALUES PLC,ORD 25P,GB0003322319,SHRS,Shares,Financials,Financial Services ,38688,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
FCSS,FIDELITY CHINA SPECIAL SITUATIONS PLC,ORD 1P,GB00B62Z3C74,SHRS,Shares,Financials,Financial Services ,40287,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
FEV,FIDELITY EUROPEAN VALUES PLC,ORD 2.5P,GB00BK1PKQ95,SHRS,Shares,Financials,Financial Services ,41792,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
FJV,FIDELITY JAPAN TRUST PLC,ORD 25P,GB0003328555,SHRS,Shares,Financials,Financial Services ,38705,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
FSV,FIDELITY SPECIAL VALUES PLC,ORD 5P,GB00BWXC7Y93,SHRS,Shares,Financials,Financial Services ,42184,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
FEMD,FIDELITY UCITS ICAV,FIDELITY EM QUAL INCOME UCITS ETF - INC,IE00BYSX4739,ETFS,ETFs,,,43719,Ireland,GBP,MAIN MARKET,,EUE2,UE2I
FEME,FIDELITY UCITS ICAV,FIDELITY EM QUAL INCOME UCITS ETF - INC,IE00BYSX4739,ETFS,ETFs,,,43719,Ireland,USD,MAIN MARKET,,EUET,UET9
FEMI,FIDELITY UCITS ICAV,EM QUALITY INCOME UCITS USD ACC,IE00BYSX4846,ETFS,ETFs,,,43040,Ireland,USD,MAIN MARKET,,EUET,UETY
FEMQ,FIDELITY UCITS ICAV,EM QUALITY INCOME UCITS GBP ACC,IE00BYSX4846,ETFS,ETFs,,,43040,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
FEMR,FIDELITY UCITS ICAV,FIDELITY SUST RSH ENH EM EQY ETF - ACC,IE00BLRPN388,ETFS,ETFs,,,44161,Ireland,USD,MAIN MARKET,,EUET,UEA2
FEMS,FIDELITY UCITS ICAV,FIDELITY SUST RSH ENH EM EQY ETF - ACC,IE00BLRPN388,ETFS,ETFs,,,44161,Ireland,GBP,MAIN MARKET,,EUE2,UEA4
FEQD,FIDELITY UCITS ICAV,EUROPE QUALITY INCOME UCITS GBP ACC,IE00BYSX4283,ETFS,ETFs,,,43040,Ireland,GBP,MAIN MARKET,,EUET,UETY
FEQP,FIDELITY UCITS ICAV,EUROPE QUALITY INCOME UCITS GBP ACC HED,IE00BYSX4408,ETFS,ETFs,,,43070,Ireland,GBP,MAIN MARKET,,EUET,UETY
FEUI,FIDELITY UCITS ICAV,FIDELITY EUROPE QUAL INC UCITS ETF - INC,IE00BYSX4176,ETFS,ETFs,,,43719,Ireland,GBP,MAIN MARKET,,EUET,UET9
FEUR,FIDELITY UCITS ICAV,SUSTAIN RESRCH ENCD EUROPE EQ UT ETF ACC,IE00BKSBGT50,ETFS,ETFs,,,43985,Ireland,GBP,MAIN MARKET,,EUET,UETY
FGLR,FIDELITY UCITS ICAV,SUSTAIN RES ENCAED GBL EQTY UCTS ETF ACC,IE00BKSBGV72,ETFS,ETFs,,,43985,Ireland,USD,MAIN MARKET,,EUET,UETY
FGLS,FIDELITY UCITS ICAV,SUSTAIN RES ENCAED GBL EQTY UCTS ETF ACC,IE00BKSBGV72,ETFS,ETFs,,,43985,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
FGQD,FIDELITY UCITS ICAV,GLOBAL QUALITY INCOME UCITS ETF GBP INC,IE00BYXVGZ48,ETFS,ETFs,,,42828,Ireland,GBX,MAIN MARKET,,EUE2,UE2K
FGQI,FIDELITY UCITS ICAV,GLOBAL QUALITY INCOME UCITS ETF USD INC,IE00BYXVGZ48,ETFS,ETFs,,,42828,Ireland,USD,MAIN MARKET,,EUET,UETY
FGQP,FIDELITY UCITS ICAV,GLOBAL QUALITY INCOME UCITS GBPACC HED,IE00BYV1YF22,ETFS,ETFs,,,43070,Ireland,GBP,MAIN MARKET,,EUET,UETY
FJPR,FIDELITY UCITS ICAV,FIDELITY SUST RSH ENH JAPAN EQ ETF - ACC,IE00BNGFMX61,ETFS,ETFs,,,44172,Ireland,USD,MAIN MARKET,,EUET,UEA2
FJPS,FIDELITY UCITS ICAV,FIDELITY SUST RSH ENH JAPAN EQ ETF - ACC,IE00BNGFMX61,ETFS,ETFs,,,44172,Ireland,GBP,MAIN MARKET,,EUE2,UEA4
FPXR,FIDELITY UCITS ICAV,FIDELITY SUST RSH ENH PACXJ EQ ETF - ACC,IE00BNGFMY78,ETFS,ETFs,,,44172,Ireland,USD,MAIN MARKET,,EUET,UEA2
FPXS,FIDELITY UCITS ICAV,FIDELITY SUST RSH ENH PACXJ EQ ETF - ACC,IE00BNGFMY78,ETFS,ETFs,,,44172,Ireland,GBP,MAIN MARKET,,EUE2,UEA4
FUQA,FIDELITY UCITS ICAV,US QUALITY INCOME UCITS ETF GBP ACC,IE00BYXVGY31,ETFS,ETFs,,,42828,Ireland,GBX,MAIN MARKET,,EUE2,UE2K
FUSA,FIDELITY UCITS ICAV,US QUALITY INCOME UCITS ETF USD ACC,IE00BYXVGY31,ETFS,ETFs,,,42828,Ireland,USD,MAIN MARKET,,EUET,UETY
FUSD,FIDELITY UCITS ICAV,US QUALITY INCOME UCITS ETF USD INC,IE00BYXVGX24,ETFS,ETFs,,,42828,Ireland,USD,MAIN MARKET,,EUET,UETY
FUSI,FIDELITY UCITS ICAV,US QUALITY INCOME UCITS ETF GBP INC,IE00BYXVGX24,ETFS,ETFs,,,42828,Ireland,GBX,MAIN MARKET,,EUE2,UE2K
FUSP,FIDELITY UCITS ICAV,US QUALITY INCOME UCITS GBPACC HED,IE00BYV03C98,ETFS,ETFs,,,43061,Ireland,GBP,MAIN MARKET,,EUET,UETY
FUSR,FIDELITY UCITS ICAV,SUSTAIN RESEARCH ENHD US EQY UTS ETF ACC,IE00BKSBGS44,ETFS,ETFs,,,43985,Ireland,USD,MAIN MARKET,,EUET,UETY
FUSS,FIDELITY UCITS ICAV,SUSTAIN RESEARCH ENHD US EQY UTS ETF ACC,IE00BKSBGS44,ETFS,ETFs,,,43985,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
FEMP,FIDELITY UCITS II ICAV,FIDELITY SUST USD EM BD ETF - ACC GBP H,IE00BM9GRQ71,ETFS,ETFs,,,44284,Ireland,GBP,MAIN MARKET,,EUET,UEA2
FSED,FIDELITY UCITS II ICAV,FIDELITY SUST USD EM BD ETF - INC,IE00BM9GRP64,ETFS,ETFs,,,44284,Ireland,GBP,MAIN MARKET,,EUE2,UEA4
FSEM,FIDELITY UCITS II ICAV,FIDELITY SUST USD EM BD ETF - INC,IE00BM9GRP64,ETFS,ETFs,,,44284,Ireland,USD,MAIN MARKET,,EUET,UEA2
FSMF,FIDELITY UCITS II ICAV,FIDELITY SUST GLB CORP BD MF ETF - INC,IE00BM9GRM34,ETFS,ETFs,,,44284,Ireland,USD,MAIN MARKET,,EUET,UEA2
FSMG,FIDELITY UCITS II ICAV,FIDELITY SUST GLB CORP BD MF ETF - INC,IE00BM9GRM34,ETFS,ETFs,,,44284,Ireland,GBP,MAIN MARKET,,EUE2,UEA4
FSMP,FIDELITY UCITS II ICAV,FIDELITY SUS GL CORPBD MF ETF - ACC GBPH,IE00BM9GRN41,ETFS,ETFs,,,44284,Ireland,GBP,MAIN MARKET,,EUET,UEA2
FIH,FIH GROUP PLC,ORD 10P,GB00BD0CWJ91,SHRS,Shares,Industrials,Industrial Goods and Services,42382,United Kingdom,GBX,AIM,,ASX1,AIMP
FLTA,FILTA GROUP HOLDINGS PLC,ORD 10P,GB00BDB7J920,SHRS,Shares,Industrials,Industrial Goods and Services,42678,United Kingdom,GBX,AIM,,ASQ1,AMQ1
FTC,FILTRONIC PLC,ORD 0.1P,GB0003362992,SHRS,Shares,Telecommunications,Telecommunications,38541,United Kingdom,GBX,AIM,,ASQ1,AMQ1
FIN,FINABLR PLC,ORD 1P,GB00BJ7HMW26,SHRS,Shares,Industrials,Industrial Goods and Services,43599,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,OL25
FXRU,FINEX FUNDS ICAV,RUSSIAN CORPORATE BOND UCITS ETF USD,IE00BD5FH213,ETFS,ETFs,,,43448,Ireland,USD,MAIN MARKET,,EUET,UET3
FCAP,FINNCAP GROUP PLC,ORD 1P,GB00BGKPX309,SHRS,Shares,Financials,Financial Services ,43439,United Kingdom,GBX,AIM,,ASQ1,AMQ1
FIF,FINSBURY FOOD GROUP PLC,ORD 1P,GB0009186429,SHRS,Shares,Consumer Staples ,"Food, Beverage and Tobacco ",39136,United Kingdom,GBX,AIM,,ASQ1,AMQ1
FGT,FINSBURY GROWTH & INCOME TRUST PLC,ORD 25P,GB0007816068,SHRS,Shares,Financials,Financial Services ,38688,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
FNTL,FINTEL PLC,ORD GBP0.01,GB00BG1THS43,SHRS,Shares,Industrials,Industrial Goods and Services,43194,United Kingdom,GBX,AIM,,AMSM,ASM6
FA.,FIREANGEL SAFETY TECHNOLOGY GROUP PLC,ORD 2P,GB0030508757,SHRS,Shares,Industrials,Industrial Goods and Services,41759,United Kingdom,GBX,AIM,,ASQ1,AMQ1
FDP,FIRST DERIVATIVES PLC,ORD 0.5P,GB0031477770,SHRS,Shares,Technology,Technology,38033,United Kingdom,GBX,AIM,,AMSM,AS50
FGP,FIRSTGROUP PLC,ORD 5P,GB0003452173,SHRS,Shares,Consumer Discretionary,Travel and Leisure,36409,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25S
FPO,FIRST PROPERTY GROUP PLC,ORD 1P,GB0004109889,SHRS,Shares,Financials,Financial Services ,38071,United Kingdom,GBX,AIM,,ASX1,AIMP
BLOK,FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY,FIRST TRUST INNOVATIVE TECH UCITS ETF,IE00BF5DXP42,ETFS,ETFs,Financials,Financial Services ,43200,Ireland,GBX,MAIN MARKET,,EUET,UET3
CESG,FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY,FT GLOB CAP STR ESG LEADERS UCITS ETF,IE00BKPSPT20,ETFS,ETFs,Financials,Financial Services ,44265,Ireland,USD,MAIN MARKET,,EUET,UET3
CIBR,FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY,FIRSTTRUSTNASDAQCYBERSECURITYUCITS,IE00BF16M727,ETFS,ETFs,Financials,Financial Services ,43980,Ireland,USD,MAIN MARKET,,EUET,UET3
FBT,FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY,FIRSTTRUSTNYSEARCABIOTECHUCITS,IE00BL0L0H60,ETFS,ETFs,Financials,Financial Services ,43980,Ireland,GBX,MAIN MARKET,,EUE2,UE2C
FBTU,FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY,FIRSTTRUSTNYSEARCABIOTECHUCITS,IE00BL0L0H60,ETFS,ETFs,Financials,Financial Services ,43980,Ireland,USD,MAIN MARKET,,EUET,UET3
